LABEL,TEXT,URL,EMAIL,PHONE,TEXTO
ham,Hey what are you doing. Y no reply pa..,No,No,No,"Oye, ¿qué estás haciendo? Y sin respuesta pa .."
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,No,No,No,¿Puedo conocer ü a las 5 .. como 4 donde depende de dónde ü ü 2 en lor ..
ham,Hi my email address has changed now it is,No,No,No,Hola mi dirección de correo electrónico ha cambiado ahora es
ham,No plm i will come da. On the way.,No,No,No,No PLM vendré da. En el camino.
Smishing,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",yes,No,No,"Estimado titular del cupón, para reclamar la oferta de esta semana, en su PC, visite http://www.wtlp.co.uk/text. TS y CS se aplican."
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,No,No,No,"Entonces ü espere 4 en la parada de autobús en la parte de su lectura. Si no estoy c ü, entonces voy a buscar mi auto, vuelvo y vuelve a elegir ü."
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,No,No,No,"No creas que necesitas tarjeta amarilla para viajes en el Reino Unido. Pregúntale a alguien que se haya ido antes. Si lo haces, es solo & lt;#& gt; bucle"
ham,Hey are we going for the lo lesson or gym?,No,No,No,"Oye, ¿vamos a buscar la lección o el gimnasio?"
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur loved ones�.",No,No,No,"Nueva teoría: el argumento gana una situación, pero pierde a la persona. Así que no discutas con tus seres queridos."
ham,Where in abj are you serving. Are you staying with dad or alone.,No,No,No,¿En qué parte de ABJ estás sirviendo? ¿Te quedas con papá o solo?
ham,Nope i'm not drivin... I neva develop da photos lei...,No,No,No,"No, no estoy gastando ... Neva desarrolla fotos lei ..."
ham,Home so we can always chat,No,No,No,Inicio para que siempre podamos chatear
ham,Ok. C u then.,No,No,No,De acuerdo. C u entonces.
Smishing,YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd,No,No,yes,Tu oportunidad de estar en una realidad muestra de fantasía Llame ahora = 08707509020 solo 20p por minuto NTT Ltd
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",No,No,No,"Lo siento señor, lo llamaré mañana.  senthil.hsbc"
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,No,No,No,Podría venir a Kerala durante 2 días. Así que puede estar preparado para despedirse una vez que finalice.
ham,Pls dont forget to study,No,No,No,"Por favor, no olvides estudiar"
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,No,No,No,"Un día, un cangrejo estaba corriendo en la orilla del mar ... las olas llegaron y despejaron las huellas del cangrejo. El cangrejo preguntó: ¿Siendo mi Frnd y r u limpia mis hermosas huellas? Waves respondió: ¡Un zorro estaba siguiendo tus huellas para atraparte! eso es y lo aclaré :) Frndsship nunca te deja ir :-) gud nyt .."
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,No,No,No,De acuerdo. No estoy seguro de qué hora no está seguro si puede llegar a la biblioteca antes de la clase. Lo intentaré. ¡Nos vemos en algún momento! Tener buena víspera.
ham,Are you willing to go for aptitude class.,No,No,No,¿Estás dispuesto a ir a la clase de aptitud?
ham,So wat's da decision?,No,No,No,¿Entonces la decisión de Wat?
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",No,No,No,"Fr'ndship es como una aguja de un reloj. Aunque v r en el mismo reloj, v r nt capaz 2 Met. Evn si v se encuentra, itz solo 4 segundos. Bt v Alwys permanece conectado. Gud 9t ;-)"
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,No,No,No,"Bueno, hay un patrón emergente de mis amigos que me dicen que conduzca y venga a fumar con ellos y luego me dice que soy un demonio de marihuana/haga que fumen demasiado/impidan que hagan otras cosas para que veas cómo dudas"
ham,Ok... But bag again..,No,No,No,Ok ... pero bolsa de nuevo ...
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,No,No,No,Fresco. ¿Te gusta nadar? Tengo una piscina y jacuzzi en mi casa.
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,No,No,No,¡Excelente! Espero que te guste tu hombre bien dotado. Soy & lt;#& gt;  pulgadas...
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",No,No,No,"Aight He sido liberado, ¿crees que podrías enviarme un mensaje de texto con la dirección de Blake? Me ocurre no estoy tan seguro de lo que estoy haciendo como pensé que era"
Smishing,	You are a winner U have been specially selected 2 receive £1000 cash  speak to a live operator 2 claim 0871277810810,No,No,yes,Usted es un ganador que ha sido seleccionado especialmente 2 Recibe £ 1000 en efectivo Habla con un operador en vivo 2 Reclamación 0871277810810
ham,It's ok i wun b angry. Msg u aft i come home tonight.,No,No,No,"Está bien, estoy enojado. Msg U Aft Vuelve a casa esta noche."
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,No,No,No,Solo trato de averiguar cuándo se supone que veo un par de personas diferentes esta semana. Dijimos que nos reuniríamos pero no establecí fechas
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,No,No,No,Yar lor espera 4 mi mamá 2 termina sch y luego almorzan para ... me quedo toda la mañana en casa limpia mi habitación ahora mi habitación bastante limpia ... ji ...
ham,How much she payed. Suganya.,No,No,No,Cuánto pagó. Suganya.
ham,You still at the game?,No,No,No,¿Todavía estás en el juego?
ham,K k:) sms chat with me.,No,No,No,K K :) Chat de SMS conmigo.
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,No,No,No,Excelente. Espero que esté usando sus conexiones de Mode Men también porque nunca se puede saber por qué los viejos amigos pueden llevarlo a hoy
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,No,No,No,Los Frnds más felices del mundo nunca tienen los mismos personajes ... Dey solo tienen la mejor comprensión de sus diferencias ...
ham,Sorry for the delay. Yes masters,No,No,No,Pido disculpas por la demora. Sí Masters
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",No,No,No,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say I miss u,No,No,No,"Lastimarme ... burlarse de mí ... hazme llorar ... pero al final de mi vida cuando muera, por favor, mantén una rosa en mi tumba y digo que te extraño"
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?!,No,No,No,"Realmente lo siento, no reconozco este número y ahora estoy confundido :) ¿Quién por favor?"
ham,Gud ni8 dear..sleep well�,No,No,No,Gud ni8 querido ... dormido bien
Smishing,	Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,No,No,yes,¿Quieres un nuevo teléfono de video? 750 ¿En cualquier momento algún mins de red? ¿Texto ilimitado? Videocámara? Responder o llamar ahora 08000930705 para Del Sat AM
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,No,No,yes,Gracias 4 Su apoyo continuo Su pregunta esta semana ingresará en UN2 nuestro sorteo 4 £ 100 en efectivo. ¿Nombra al nuevo presidente de los Estados Unidos? txt Ans a 80082
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,No,No,No,"Huh pero obtuve lección a las 4 de Lei n, estaba pensando en ir a Sch antes y Tot de Parkin en Kent Vale ..."
ham,May i call You later Please..I am busy ryt nw�,No,No,No,¿Puedo llamarte más tarde por favor? Estoy ocupado ryt nw�
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",No,No,No,"Lo siento, me desprendí anoche, la mierda está en serio con mi compañero de cuarto, ¿qué estás haciendo esta noche?"
ham,Me too! Have a lovely night xxx,No,No,No,¡Yo también! Que tengas una hermosa noche xxx
ham,K..k...from tomorrow onwards started ah?,No,No,No,"K..K ... Desde mañana comenzó, ¿ah?"
ham,Its a part of checking IQ,No,No,No,Es parte de la comprobación de IQ
ham,Yes when is the appt again?,No,No,No,"Sí, ¿cuándo vuelve a la cita?"
ham,Re your call; You didn't see my facebook huh?,No,No,No,"Re tu llamada; No viste mi Facebook, ¿eh?"
ham,I cant pick the phone right now. I am busy,No,No,No,No puedo elegir el teléfono ahora mismo. estoy ocupado
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,yes,No,No,Ahora no está suscrito todos los servicios. ¡Obtenga toneladas de chicas o trozos sexys directamente a su teléfono! Vaya a http://gotbabes.co.uk. Sin suscripciones.
ham,You have registered Shijo as Payee. Log in at icicibank.com and enter URN  to confirm. Beware of frauds.,yes,No,No,Has registrado a Shijo como beneficiario. Inicie sesión en ICICIBANK.com e ingrese URN para confirmar. Cuidado con los fraudes.
Smishing,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,No,No,yes,Tienes un admirador secreto que está mirando 2 contacto con U-Des-Find Out Who They R*revela quién cree que eres tan especial en 09065171142-stopsms-08
ham,I meant middle left or right?,No,No,No,¿Me refería a la mitad o la derecha?
ham,I dont know oh. Hopefully this month.,No,No,No,No sé oh. Ojalá este mes.
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,No,No,No,Hola. Ahora hemos mudado a nuestro pub. Sería genial 2 c u si se acerca.
ham,If he started searching he will get job in few days.he have great potential and talent.,No,No,No,"Si comenzó a buscar, conseguirá trabajo en unos días. Tiene un gran potencial y talento."
ham,Can u look 4 me in da lib i got stuff havent finish yet.,No,No,No,¿Puedes mirarme 4 en Da Lib? Tengo cosas que no he terminado todavía.
ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",No,No,No,"Y ese es el problema. Caminas en ""Julianaland"" ajeno a lo que está sucediendo a tu alrededor. Digo las mismas cosas constantemente y salen a una oreja y salen al otro mientras se va haciendo lo que quieras hacer. No es que no sepas por qué estoy molesto, es que no escuchas cuando te digo lo que me va a molestar. Entonces quieres sorprenderte cuando estoy enojado."
ham,"Yeah that's what I thought, lemme know if anything's goin on later",No,No,No,"Sí, eso es lo que pensé, déjame saber si algo está sucediendo más tarde"
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,No,No,No,No dudes. Sabes que esta es la segunda vez que ha tenido debilidad como esa. Así que mantén el cuaderno de lo que come e hizo el día anterior o si algo cambió el día anterior para que podamos estar seguros de que no es nada
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way.,No,No,No,No esta noche amigo. Ponerse al día con un poco de sueño. Este es mi nuevo número por cierto.
ham,ALRITE,No,No,No,Alrite
ham,Still chance there. If you search hard you will get it..let have a try :),No,No,No,"Todavía la oportunidad allí. Si busca duro, lo obtendrá ... vaya a intentarlo :)"
ham,Once free call me sir. I am waiting for you.,No,No,No,"Una vez gratis, llámame señor. Estoy esperándote."
ham,Thanks for looking out for me. I really appreciate.,No,No,No,Gracias por cuidarme. Realmente aprecio.
ham,"K I'm ready,  &lt;#&gt; ?",No,No,No,"K estoy listo, & lt;#& gt; ?"
ham,Yup. Thk of u oso boring wat.,No,No,No,Sí. Thk of U Oso Oso Boring Wat.
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",No,No,No,"Es genial, pero Tyler tuvo que despegar, así que vamos a comprar para él y dejarlo en su casa más tarde esta noche. Nuestro pedido total es un cuarto, ¿tienes suficiente?"
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,No,No,No,"Oh sí, puedo hablar txt 2 u no! Mmm. ¿Recibiste correo electrónico?"
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,No,No,No,"¡Saludos, tex, por lo que tuviste un número! Sí, okden hunny r uin wk sat? Sound s como si tuvin gr8fun j! Mantenga actualat CountInlots de Loveme xxxxx."
Smishing,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.5,00,000 prize GUARANTEED. Call 7044518857. Claim Code FLIP82. Valid 12hrs only. ",No,No,yes,"¡URGENTE! Estimado cliente de Fl1pkart, estamos tratando de contactarlo. Los fines de semana los fines de semana los fines de los fines de los fines de los fines de los fines de los fines de los fines de semana se garantizan un premio de Rs.5,00,000 garantizado. Llame al 7044518857. Código de reclamación Flip82. Válido 12 horas solamente."
ham,Shant disturb u anymore... Jia you...,No,No,No,Shant molestarte más ... jia tú ...
ham,"Dad wanted to talk about the apartment so I got a late start, omw now",No,No,No,"Papá quería hablar sobre el apartamento, así que tuve un comienzo tarde, Omw ahora"
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",No,No,No,"Sigo viendo una mierda rara y estoy todos ""woah"" y luego me doy cuenta de que en realidad es razonable y soy todo ""oh"""
ham,Will be office around 4 pm. Now i am going hospital.,No,No,No,Será una oficina alrededor de las 4 pm. Ahora voy al hospital.
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",No,No,No,"¡Hola J! ¿Te sientes mejor, Hopeso Hunny? ¡AMNOW SENTIR Y ITHINK PUEDE TENER TONSOLITUSASWELL! Maldito Iam Layin en Bedreal aburrido. LotsOf mev me xxxx"
ham,"Haha just kidding, papa needs drugs",No,No,No,"Jaja solo broma, papá necesita drogas"
ham,Lol or I could just starve and lose a pound by the end of the day.,No,No,No,Lol o podría simplemente morir de hambre y perder una libra al final del día.
ham,"The table's occupied, I'm waiting by the tree",No,No,No,"La mesa está ocupada, estoy esperando por el árbol"
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,No,No,No,"¡Gracias, cariño! Soy genial gracias. Unas pocas bebidas de cumpleaños 2 Nite. 2Morrow Off! Cuida C u pronto.xxx"
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,No,No,No,El amor tiene una ley; Haz feliz a la persona que amas. De la misma manera que la amistad tiene una ley; Nunca hagas que tu amigo se sienta solo hasta que estés vivo ... Gud Night
ham,I have no idea where you are,No,No,No,No tengo idea de dónde estás
ham,I'm in office now . I will call you  &lt;#&gt;  min:),No,No,No,Estoy en el cargo ahora. Te llamaré & lt;#& gt;  Min :)
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,No,No,No,¡Pase DIS a todos sus contactos y vea lo que obtenga! Rojo; estoy en amor wid u. Azul; me pones una sonrisa en mi rostro. Púrpura; U r realmente caliente. Rosa; u r tan swt. Naranja; yo me ha hecho lyk u. Verde; realmente me sale con Yelow; yo no es bck. Negro; estoy celoso de ti. Marrón; te extraño nw por favor me da un color
ham,No. Thank you. You've been wonderful,No,No,No,"No, gracias. Has sido maravilloso"
Smishing,You have been randomly selected for a BestBuy gift. Get your $1000 gift card at www.bestbuy.com.your-a-winner.net/?id-ichrfcycylck,yes,No,No,Has sido seleccionado al azar por un regalo mejor. Obtenga su tarjeta de regalo de $ 1000 en www.bestbuy.com.your-a-winner.net/?id-ichrfcycylck
ham,Just sleeping..and surfing�.free time�,No,No,No,Solo durmiendo ... y surfear
ham,No one interested. May be some business plan.,No,No,No,Nadie interesado. Puede ser un plan de negocios.
Smishing,BMO have noticed unusual activites on your online account. You are required to verify your account details.www.97bmo.tk,yes,No,No,BMO ha notado actividades inusuales en su cuenta en línea. Debe verificar los detalles de su cuenta.www.97bmo.tk
ham,Yo guess what I just dropped,No,No,No,Adivina lo que acabo de dejar caer
ham,"If i let you do this, i want you in the house by 8am.",No,No,No,"Si te dejo hacer esto, te quiero en la casa a las 8 a.m."
ham,I can't describe how lucky you are that I'm actually awake by noon,No,No,No,No puedo describir lo afortunado que tienes de que estoy realmente despierto al mediodía
ham,I keep ten rs in my shelf:) buy two egg.,No,No,No,Mantengo diez Rs en mi estante :) Compre dos huevos.
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,No,No,No,¿E Building Admin allí? Podría ser un poco antes ... te llamaré cuando llegue ...
ham,And miss vday the parachute and double coins??? U must not know me very well...,No,No,No,"¿Y señorita Vday, el paracaídas y las monedas dobles? No debes conocerme muy bien ..."
Smishing,"Your tax refund of �349.14 is ready to be claimed. To access your refund, follow the steps required. http:/bit.do/Claim-Tax",yes,No,No,"Su reembolso fiscal de �349.14 está listo para ser reclamado. Para acceder a su reembolso, siga los pasos requeridos. http: /bit.do/claim-ax"
Smishing,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,No,No,yes,"Has ganado un premio garantizado de £ 1000 o un premio de £ 2000. Para reclamar su premio, llame a nuestro Representante de servicio al cliente al 08714712394 entre las 10 a.m. y las 7 p.m."
ham,"Hi, Mobile no.  8623458765 has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",yes,No,yes,"Hola, móvil no.  8623458765 lo ha agregado en su lista de contactos en www.fullonsms.com Es un gran lugar para enviar SMS gratis a las personas para obtener más visitas a Fullonsms.com"
Spam,	goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,No,No,yes,Goldviking (29/m) te invita a ser su amigo. Responder Sí-762 o No-762 Véalo: www.sms.ac/u/goldvikeking parar? Enviar parada frnd al 62468
Smishing,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7908807538 Now! ",No,No,yes,"Estimado cliente de V0DAF0NE, usted es un ganador de 5,00,000 de premio Garanted Caller, ¡este es nuestro último intento de contactarlo! ¡Para reclamar llame al 7908807538 ahora!"
Spam,Rediscover the deeper meaning of life and the means to attain true peace. Understand the essence of being a true Sikh. Sms JOIN GURUBANI to 09219592195,No,No,yes,Redescubre el significado más profundo de la vida y los medios para alcanzar la verdadera paz. Comprender la esencia de ser un verdadero sij. SMS Únete a Gurubani a 09219592195
spam,FreeMsg>FAV XMAS TONES!Reply REAL,No,No,No,Freemsg> fav tonos de Navidad! Responder real
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,No,No,No,"¿Cómo estás? ¿Tienes planeadas actividades emocionantes de tipo karaoke? Estoy debatiendo si jugar al fútbol esta víspera. Sin embargo, sentirse perezoso."
ham,"Yep, by the pretty sculpture",No,No,No,"Sí, por la bonita escultura"
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,No,No,No,Tessy ... por favor hazme un favor. Por favor transmitan mis deseos de cumpleaños a Nimya ... por favor no lo olviden. Hoy es su cumpleaños shijas
Smishing,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",No,No,yes,"¡Nuestro servicio de citas ha sido pidido por alguien tímido por alguien tímido! Llame al 09058091870 ahora todo se revelará. POBOX84, M26 3UZ 150P"
ham,Apo all other are mokka players only,No,No,No,Apo Todos los demás son solo jugadores de Mokka
ham,At home also.,No,No,No,En casa también.
Smishing,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956668 ",No,No,yes,"Préstamo para cualquier propósito £ 500 - £ 75,000. Los propietarios + inquilinos bienvenidos. ¿Te han rechazado previamente? Todavía podemos ayudar. Llame gratis al 0800 1956668"
ham,"Since when, which side, any fever, any vomitin.",No,No,No,"Desde cuándo, qué lado, cualquier fiebre, cualquier vomitina."
ham,Yunny... I'm goin to be late,No,No,No,Yunny ... voy a llegar tarde
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,No,No,No,"Hola nena, es más probable que estés en la cama, ¡pero lo siento mucho esta noche! Realmente quiero verte mañana, así que llámame a las 9. Ámame xxx"
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,No,No,No,No. No es especialización. Puede funcionar pero su trabajo esclavo. Lo buscará este mes Sha porque no Shakara 4 Mendigo.
ham,Great escape. I fancy the bridge but needs her lager. See you tomo,No,No,No,Gran escape. Me imagino el puente pero necesita su cerveza. Nos vemos tomo
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",No,No,No,"Yo, estoy en el efectivo de mis padres. Buenas noticias: recogimos un sistema de caída"
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,No,No,No,"Hola bebé, estoy cruisin con mi amiga, ¿qué eres 2? Llámame una llamada y hora en casa si está bien o me fone en este fone ahora amo a Jenny xxx"
Smishing,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702894,No,No,yes,"Urgente, este es nuestro segundo intento de contactar a U. Su premio de £ 900 de ayer todavía está esperando la colección. Para reclamar llame ahora 09061702894"
ham,"Geeeee ... Your internet is really bad today, eh ?",No,No,No,"Geeeee ... tu Internet es realmente malo hoy, ¿eh?"
Smishing,"Your Number has won 365,000 pounds and two mobile phones in the ongoing COCACOLA/UK PROMO. Contact MR. Billy: cocacolaclaimsoffice@yahoo.com +447014233755",No,yes,yes,"Su número ha ganado 365,000 libras y dos teléfonos móviles en la promoción en curso de Cocacola/UK. Póngase en contacto con el Sr. Billy: cocacolaclamaffice@yahoo.com +447014233755"
ham,Mode men or have you left.,No,No,No,Mode hombres o te has ido.
ham,"Right on brah, see you later",No,No,No,"Justo en Brah, nos vemos más tarde"
ham,Just come home. I don't want u to be miserable,No,No,No,Ven a casa. No quiero que seas miserable
ham,Ok lor... But buy wat?,No,No,No,Ok para ... pero comprar wat?
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,No,No,No,Come en Old Airport Road ... pero ahora 630 Oredi ... obtuve mucho solo ...
ham,Why are u up so early?,No,No,No,¿Por qué te despierto tan temprano?
ham,Gudnite....tc...practice going on,No,No,No,Gudnite .... TC ... Practicar continuando
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts  call 08000930705,No,No,yes,¿Quieres un nuevo teléfono de color Nokia 3510i EntregedTomorrow? Con 300 minutos gratis a cualquier móvil + 100 textos gratis Llame al 08000930705
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,No,No,No,"¡Encantado de hablar contigo! Por favor, no olvides mi foto :) Quiero verlos a todos ..."
ham,"Alright we're hooked up, where you guys at",No,No,No,"Muy bien, estamos enganchados, donde ustedes"
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question call  08452810075,No,No,yes,Entrada gratuita en 2 una compensación de wkly para ganar la Copa FA final TKTS 21 de mayo de 2005. Texto FA a 87121 para recibir la pregunta de entrada llame al 08452810075
ham,Okie..nice to hear that..,No,No,No,Okie..nice para escuchar eso ..
Smishing,	Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,No,No,yes,¡Préstamos para cualquier propósito incluso si tiene mal crédito! Inquilinos bienvenidos. Llame a Noworriesloans.com al 08717111821
ham,Arun can u transfr me d amt,No,No,No,Arun puedes transfr me d amt
ham,Wen did you get so spiritual and deep. That's great,No,No,No,Wen te volviste tan espiritual y profundo. Genial
ham,"Sorry,in meeting I'll call later",No,No,No,"Lo siento, en la reunión llamaré más tarde"
ham,Thx. All will be well in a few months,No,No,No,Gracias. Todo estará bien en unos meses
ham,Wat r u doing? Call me,No,No,No,¿Qué estás haciendo? Llámame
ham,"Sir, I am waiting for your mail.",No,No,No,"Señor, estoy esperando su correo."
ham,Huh y lei...,No,No,No,Huh y lei ...
ham,get ready to moan and scream :),No,No,No,Prepárate para gemir y gritar :)
ham,"St andre, virgil's cream",No,No,No,"St Andre, la crema de Virgil"
ham,Pls speak with me. I wont ask anything other then you friendship.,No,No,No,Por favor hable conmigo. No preguntaré nada más que tu amistad.
ham,"I‘ve got some salt, you can rub it in my open wounds if you like!",No,No,No,"¡Tengo un poco de sal, puedes frotarlo en mis heridas abiertas si quieres!"
Smishing,"	449050000301 You have won a £2,000 price! To claim, call 09050000301.",No,No,yes,"449050000301 ¡Has ganado un precio de £ 2,000! Para reclamar, llame al 09050000301."
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",No,No,No,"Uno de los mejores diálogos en el lindo relatario .. !! ""¡Cuando muero, no te acerques a mi cuerpo ...! Porque mis manos no pueden llegar 2 Limpie tus lágrimas de esa vez ..! Gud ni8"
ham,Probably earlier than that if the station's where I think it is,No,No,No,Probablemente antes de eso si la estación está donde creo que está
ham,Hey u still at the gym?,No,No,No,"Oye, ¿todavía estás en el gimnasio?"
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",No,No,No,¡Espero que sea cierto que me extrañe porque realmente lo extraño! Todavía no has hecho nada de lo que sentirte culpable.
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",No,No,No,"7 maravillas en mi mundo séptimo lugar sexto tu estilo 5 ° Ur Smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS y 1 ° ""Ur encantadora amistad"" ... Buenos días querido"
Smishing,Please CALL 08712402779 immediately as there is an urgent message waiting for you,No,No,yes,"Llame al 08712402779 de inmediato, ya que hay un mensaje urgente esperándole"
ham,"Carlos took a while (again), we leave in a minute",No,No,No,"Carlos tomó un tiempo (nuevamente), nos vamos en un minuto"
Smishing,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",yes,No,No,"¡URGENTE! ¡Has ganado una membresía gratuita de 1 semana en nuestro premio premio de premios de £ 100,000! Txt La palabra: afirmar no: 81010 T&C www.dbuk.net Lccltd POBOX 4403LDNW1A7RW18"
ham,U know we watchin at lido?,No,No,No,¿Sabes que vemos en Lido?
